"SITE_ID","VISIT_NO","MCYST_TL_UGL","BASINAREA_KM2","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","COND","ANC","TURB","TOC","DOC","NO3_NO2","NTL","PTL","CL","SO4","NO3","CA","MG","NA.","K","COLOR","SIO2","NH4ION","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-1319",1,2.8,22.64341503,12.1,0,12.1,3.6,0.5,0.1,0,4.2,0,0.4,0,0,0.4,0,32.8,0.8,42.9,43.7,0.1,6.8,6.9,0.28,"8/7/2007",45.11768598,-97.52639653,0.618102689,"Heggs",61.81026895,3,531.23,10,10160010,2435,5528.16,29.3,28.29,24.17,0.005,4791,241,1008.392706,23884.10022,0.5,4212.558,20349.8224,5289.309376,1128.183826,26,40.198,1.550723315,169.632,0,21.8,5.7,2499,8.3,2.5,21.6,4.7,2498,8.3
"NLA06608-1321",1,0.05,380.6071469,1.2,0,1.2,1.3,0.1,0,0,1.4,1.6,16.3,38.4,5.8,60.5,24.6,10.6,0,0,0,0.1,0,0.1,5.75,"8/1/2007",39.29458754,-111.2808196,4.717497226,"Joe's Valley Reservoir",471.7497226,27,2131,14,14060009,363.4,3677.17,2.26,2.4,2.53,0.005,168,10,56.69406,352.77408,0.5,1827.338,1777.4208,276.601302,19.821865,7,1.438,0.826432946,1.57,0,20.9,7.01,406,7.7,26.9,9.2,3.7,376,7.4
"NLA06608-1323",1,0.05,26089.93371,1.9,0,1.9,6.7,2.1,0.5,0.2,9.5,0.5,38.4,17.6,7.2,63.2,3.2,4.2,13.1,3,16.1,1.2,0,1.2,1.76,"6/26/2007",32.75598701,-86.38310821,23.22224572,"Jordan Lake",2322.224572,21.5,75.03,3,3150107,174.9,1346.95,1.75,3.45,3.12,0.005,233,9,177.97986,280.90344,0.5,859.777,411.769152,380.8650732,37.853368,6,3.731,0.94360319,15.378,0,29.7,10,NA,8.9,18.5,25.6,0.1,192.4,7
"NLA06608-1326",1,0.21,2.534843976,22.4,0,22.4,7.7,0.4,0,0,8.1,0,26.5,2.5,0,29,0.2,6.1,18.7,15.2,33.9,0,0.3,0.3,NA,"8/6/2007",46.70133763,-95.74771639,0.543698294,"Fairy Lake",54.36982944,2.4,415.2,9,9020103,238.9,2631.06,102,9.06,8.51,0.005,854,24,52.547778,2.5,0.5,874.747,1706.65312,66.76883135,23.6072018,16,13.254,1.139045888,1.68,0,24.3,6.9,192,9.3,2,24.2,7.8,191,9.4
"NLA06608-1329",1,0.05,17.88346742,4.8,0,4.8,0,0,0,0,0,3.1,0,48.4,0,48.4,27.2,15.9,0,0,0,0.4,0.1,0.5,NA,"8/8/2007",45.06812814,-116.1697398,1.481473824,"Goose Lake",148.1473824,3.4,1939.1,17,17060210,15.82,112.88,0.758,2.43,2.33,0.005,181,9,3.66678,7.05798,0.5,62.9738,18.92624,32.79719794,5.8058882,7,3.982,1.069748714,0.108,0,13.6,7.6,NA,6.4,2.9,17,5.6,5.8,6.6
"NLA06608-1332",1,0.05,60.723858,0.4,0,0.4,4.6,0,0,0,4.6,0,48.9,1.2,0.3,50.4,0,3.3,24.1,17.1,41.2,0,0,0,0.2,"8/21/2007",36.98625493,-87.20570041,0.202213207,"East Fork Pond River",20.22132071,1.5,134.72,5,5110006,256.7,2070.16,53.2,7.11,6.49,0.023,932,148,168.361614,297.53862,3.284078,2052.886,16.128448,129.4488874,92.2803728,17,3.143,10.84539304,19.64,0,29.2,NA,274.1,7,1,28.8,NA,273.1,7.2
"NLA06608-1333",1,0.05,1.736529263,9.4,0,9.4,0.7,0,0,0,0.7,0,57.7,14.8,16,88.5,0,0,0,0,0,1.1,0.3,1.4,6.8,"9/24/2007",43.4546224,-73.59007456,0.166406661,"Sly Pond",16.64066608,14.9,279.34,2,2010001,42.01,271.84,0.78,2.85,3.13,0.005,166,3,16.556922,106.64004,0.5,263.472,91.421968,32.84069555,6.138384,5,2.47,0.634364593,1.344,0,19.6,8.06,38.2,6.62,8,10.31,10.79,42.4,6.78
"NLA06608-1334",1,3.4,266.3855698,6,0,6,4.5,2.4,0.3,0,7.2,0.4,44.3,5.4,2.9,52.6,1.7,9.8,1.6,8.4,10,11.3,0.9,12.2,2,"7/31/2007",45.41454518,-84.80370819,13.96209943,"Crooked Lake",1396.209943,15.5,181.95,4,4070004,299.1,2846.13,3.54,3.43,3.5,0.005,388,7,224.265906,176.97,0.5,1768.955,1096.07616,207.6575901,17.8780434,7,6.97,0.361113759,3,0,25.7,8.2,344,8.3,15.5,14.5,0.2,387,7.2
"NLA06608-1336",1,0.28,11.34637365,0.9,0,0.9,3.8,0.2,0,0,4,0,12.7,0,0,12.7,0,69.3,5.7,7.4,13.1,0,0,0,0.38,"9/19/2007",36.38727183,-96.82324072,0.095190153,"Lower Black Bear Creek Site 4 Reservoir",9.519015268,2.3,277.48,11,11060006,176.3,1333.59,25.7,7.15,6.51,0.067,1136,94,198.542034,80.11536,6.925121,860.775,407.901616,226.1005768,80.054758,29,8.823,6.813131523,49.86,0.1,24.63,7.42,171.6,7.66,2.3,22.73,1.39,174.3,7.17
"NLA06608-1338",1,0.11,126.1623881,0.3,0,0.3,0.7,0,0,0,0.7,3.5,0,0.8,0,0.8,8.8,60,1.2,24.1,25.3,0.2,0.2,0.4,NA,"6/27/2007",46.01155947,-109.1798402,2.179717107,"Hailstone Lake",217.9717107,1.4,1216.38,10,10070004,27370,6969.05,1.5,47.86,43.21,0.013,4316,182,10370.8667,551521.1754,0.5,10953.05,202922.208,312225.8446,1240.976632,60,0.847,11.38756844,4.088,0,20.9,8,30190.8,9.1,0.9,24.8,0.2,41833.1,8.7
"NLA06608-1339",1,0.05,30.91996607,5.4,0,5.4,4.1,4.8,1.9,0.3,11.1,0.1,0.5,0,0,0.5,0,1.8,6.2,72.1,78.3,1.2,1.6,2.8,0.32,"8/30/2007",40.22292361,-104.9523623,0.724962357,"Lake Thomas",72.49623567,7.5,1487.14,10,10190005,3491,4007.4,23.6,19.4,15.91,0.005,3372,184,1485.948492,39161.02506,0.5,8038.89,23229.9024,13292.86962,284.923324,21,3.952,1.510478474,147.6,0,23.9,6.7,3540,8.4,7,22.6,0.5,3593,8.2
"NLA06608-1342",1,0.05,251.2445273,7,0,7,0.8,0.3,0,0,1.1,3.2,23.4,52.1,0.5,76,4.7,0.7,0.2,0.1,0.3,4.9,2.1,7,1.5,"7/17/2007",47.74255874,-92.04084194,0.309200199,"Arthur Lake",30.92001994,3.7,444.62,9,9030001,41.04,358.22,2.89,13.52,12.86,0.005,279,12,5.415552,11.451,0.5,200.6479,155.277456,57.63433325,8.7471972,82,7.2,1.696466899,3.776,0,21,8.43,31.1,7.5,3,17.6,4,34,6.7
"NLA06608-1344",1,0.05,0.203767732,43.2,0,43.2,0,0,0,0,0,0,0,0,0,0,7.4,49.6,0,0,0,0,0,0,1.15,"7/10/2007",48.39247752,-112.5192316,0.083033502,"",8.303350174,2.5,1187,10,10030201,684.6,2651.02,3.39,6.15,5.87,0.005,419,27,38.472984,4757.39082,0.5,1710.572,4172.82448,1517.196637,39.64373,8,0.232,0.882265233,6.3,0,19.8,7.2,NA,8.7,2,18.9,7.5,NA,8.8
"NLA06608-1346",1,0.05,4.874138008,12,0,12,28.7,0.5,0.2,0,29.4,0.3,53,0.2,0.3,53.5,0,0,1.9,2.6,4.5,0,0.2,0.2,4.3,"7/12/2007",39.46919944,-79.49911328,0.608871907,"Alpine (Hulls) Lake",60.88719073,5,782.59,5,5020006,59.83,262.44,0.76,2.35,2.19,0.005,125,3,90.343818,160.8345,0.5,370.3079,62.621168,62.85404645,8.5170078,8,0.264,1.057274321,2.164,0,23.77,7.4,57.4,7.73,5,22.39,3.03,59.4,6.73
"NLA06608-1347",1,0.05,7.203736353,5.5,0,5.5,2.4,0,0,0,2.4,0.1,40.4,42,0,82.4,6.2,0,1.2,0,1.2,0.8,1.3,2.1,2.65,"6/28/2007",47.06936125,-92.0010507,0.39886819,"Sprinq Lake",39.88681896,5.8,428.28,4,4010202,121.2,1124.12,1.72,8.18,7.68,0.005,551,12,68.25852,67.9773,2.355969,730.536,410.20568,113.4852645,18.5941882,26,8.506,2.286381282,5.072,0,22,8.2,121.4,8,5,18.5,0.7,126.6,7
"NLA06608-1348",1,0.05,1820.246989,1.5,0,1.5,4.6,1,0.4,0.1,6.1,0.1,59.1,1.7,1.5,62.3,0.4,0.5,28.2,0.7,28.9,0.1,0,0.1,4.3,"8/8/2007",36.57979268,-81.99701482,31.21566699,"South Holston Lake",3121.566699,38.5,526.88,6,6010102,191.5,1539.43,1.3,2.8,2.37,0.005,396,5,208.667988,155.4213,0.5,1075.345,530.510736,195.0867809,41.3829388,5,1.597,0.693853027,1.31,0,28.5,8.3,185,8.4,38,6,5.4,206,7
"NLA06608-1349",1,0.19,4.001890798,13.2,0,13.2,19.4,34.4,10.1,3.9,67.8,0,0,1.4,0,1.4,0,0,0,0,0,16,1.6,17.6,1.15,"8/23/2007",28.63214331,-81.35534067,0.391527203,"Lake Minnehaha",39.15272032,3.1,19.8,3,3080101,248.8,1246.08,2.82,9.73,8.16,0.005,804,30,804.406914,241.84512,0.5,1282.929,267.189136,461.074666,84.3260502,18,0.615,0.738712223,27.2,0,31.3,8.05,250,8.2,2.6,31.1,7.21,250,8.1
"NLA06608-1354",1,0.05,50812.88323,0.5,0.1,0.6,0.6,0.3,0,0,0.9,1.6,0.2,12.8,0.1,13.1,50.6,27.6,2.6,1.3,3.9,0.9,0.8,1.7,4.56,"7/28/2007",45.18177616,-108.1327104,52.53904341,"Bighorn Lake",5253.904341,50.2,1109,10,10080014,644,3046.84,0.618,3.45,3.51,0.231,480,6,205.085826,3596.30106,25.201729,2944.1,1556.06608,2213.158397,70.6681458,11,5.604,0.60401461,3.627,0,24.9,8.8,709.4,8.6,34,11.6,7.8,434.4,8.3
"NLA06608-1355",1,0.27,35.78953036,21.4,0,21.4,11.4,2.9,0.5,0.2,15,0,15.5,0.5,0,16,0.2,0.9,10.5,32.1,42.6,1.4,2.6,4,1.75,"7/3/2007",41.2045164,-86.40554386,7.449768845,"Lake Maxin Kuckee",744.9768845,26,223.18,5,5120106,389.6,2891.44,3.65,5.99,5.44,0.005,584,5,694.600956,546.54582,0.5,1809.374,1639.99984,543.720125,69.7218116,1,1.843,5.797716411,3.84,0,24.6,8.5,NA,8.2,25.5,8.7,0.3,NA,7.8
"NLA06608-1356",1,0.05,1.334978619,5.8,0,5.8,1.3,2.9,0,0,4.2,0,64,0,0.4,64.4,2.4,22.1,0.1,0,0.1,0.8,0,0.8,NA,"8/13/2007",35.52043358,-94.97046064,0.088241245,"Vian Lake",8.824124467,3.7,174.34,11,11110104,78.42,594.86,3.03,5.26,4.98,0.005,416,21,49.134852,97.83318,0.5,437.4733,212.385328,89.95305748,18.798801,12,5.362,0.426172271,4.924,0.2,34.55,6.99,80.1,7.52,3.7,24.38,0.15,129.1,6.52
"NLA06608-1358",1,0.05,419.121157,13.2,0,13.2,2.7,0.3,0,0,3,0,46.8,2.1,13,61.9,0.1,0.1,0,0,0,20.5,1.2,21.7,2.75,"8/28/2007",46.47136195,-89.57932002,52.80382652,"Lake Gogebic",5280.382652,7,395,4,4020102,79.23,532.22,1.48,6.28,6.14,0.005,288,11,95.674752,96.1884,0.5,461.076,203.415936,104.394264,15.0134642,12,11.01,0.557148701,7.64,0,20.9,8.6,NA,7.8,7,20.7,8.25,NA,7.5
"NLA06608-1359",1,0.05,21.92699903,7.7,0,7.7,6.4,0.4,0,0,6.8,0,20.8,0.2,0.1,21.1,0,1.2,7.9,54.8,62.7,0,0.3,0.3,0.61,"7/31/2007",40.18853553,-83.96549218,1.526624672,"Kiser Lake",152.6624672,4,325.75,5,5080001,392.2,3807.21,8.22,5.85,4.53,0.005,1166,108,306.683838,212.0517,0.5,1764.464,1960.92304,264.5959616,51.6391554,15,10.138,0.773726362,34.848,0,26.4,10.6,389,8.7,3.5,23.5,0.1,422,7.4
"NLA06608-1360",1,0.13,2841.33135,0.2,0,0.2,3.5,0.2,0,0,3.7,0,0.1,0,0,0.1,0,25.8,0.8,69.1,69.9,0.1,0,0.1,0.85,"8/19/2007",40.43031936,-101.5543964,6.518239396,"Enders Reservoir",651.8239396,12,948.55,10,10250005,289.7,2549.52,11.8,4.95,4.41,0.005,734,60,86.705244,347.7981,0.5,1173.149,854.14944,435.4110761,288.759814,5,12.659,0.527285209,49.92,0,28.1,8.7,NA,9.2,11.5,20.2,0,NA,7.6
"NLA06608-1364",1,0.27,2.37450099,4.8,0,4.8,4.5,0,0,0,4.5,0,35.6,1.8,3.8,41.2,6.3,1.7,40.2,1.4,41.6,0,0,0,0.38,"6/20/2007",35.37133652,-86.3816758,0.124237529,"Elaine Lake",12.42375294,2.4,266.37,6,6040002,132.6,1214.94,17.7,5.14,4.08,0.024,2072,213,73.75869,73.51542,3.855222,855.785,281.507248,59.02625677,36.4978082,12,9.209,32.60080249,103.2,0,26.2,3.1,NA,8.2,2,24.9,0.1,NA,7.1
"NLA06608-1365",1,0.05,112.8714613,0.8,0,0.8,5,0.5,0,0,5.5,0.1,34.4,2.2,2.6,39.2,12,0.7,22.7,12.4,35.1,6.4,0.2,6.6,1.55,"8/21/2007",42.97430171,-76.06888458,0.87909661,"Jamesville Reservoir",87.90966101,5.7,347.24,4,4140202,426.2,3256.24,4.01,2.64,2.42,0.005,257,13,821.274102,327.06138,0.5,2286.418,1449.09168,615.9261576,30.3850008,7,3.398,1.488180959,5.36,0,21.7,6.48,435,7.24,5,21.7,5.52,435,7.57
"NLA06608-1367",1,1.9,6.085598706,13.1,0,13.1,2.6,0.1,0,0,2.7,0,0.3,0,0,0.3,0,50.4,13.7,15.5,29.2,0,4.3,4.3,0.12,"8/14/2007",44.82453402,-96.61488782,0.55192611,"Rush Lake",55.19261105,1,510.14,7,7020003,850.5,2372.77,46,37.28,22.08,0.005,5338,242,213.321978,6870.01704,0.5,3369.248,5287.82688,533.7156747,218.040515,30,44.865,1.7200392,184,0,24,5.48,849,8.84,0.5,24,5.5,849,8.82
"NLA06608-1368",1,0.05,0.128149939,81.2,0,81.2,2.3,3.9,0,0,6.2,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0.4,"9/18/2007",33.73044411,-96.77580307,0.109326157,"Steedman Marsh",10.93261568,1.3,188.09,11,11130210,856.6,2952,21.7,7.5,6.68,0.005,1180,110,3526.060266,1539.45162,0.5,2879.23,1109.24224,3610.30163,160.5954714,19,10.601,0.84719997,32.2,0,25.2,5.8,832.9,8,1,25.2,5.7,833.4,8.1
"NLA06608-1369",1,0.05,180.9938097,2.7,0,2.7,18.8,11.4,3.9,1.8,35.9,0,29.5,4.4,0.9,34.8,1.2,1.8,20.7,0.6,21.3,2.2,0,2.2,0.63,"6/21/2007",36.15830485,-79.8531667,1.633516829,"Lake Brandt",163.3516829,5.8,226.2,3,3030002,98.69,695.16,8.2,3.99,3.57,0.005,679,50,128.506536,96.85464,0.5,402.7928,235.75512,189.7365748,61.5628762,7,11.813,0.34526558,30.08,0,27.2,NA,101.4,8.5,5.3,19.1,NA,182.4,7.3
"NLA06608-1370",1,5.1,7.048458922,2.3,0,2.3,1,7.4,0.7,0.1,9.2,0.8,5.8,0.3,0.9,7,1.6,11.8,2.3,50.5,52.8,10,4.4,14.4,1.45,"8/31/2007",43.70497197,-86.4262233,0.153344571,"Wyckoff Lake",15.33445706,6,202.9,4,4060101,314.4,2713.34,4.27,10.57,9.67,0.005,1063,39,427.095252,220.56708,3.998008,1513.467,1511.63056,245.8919893,43.1477242,21,7.662,1.026824837,16.16,0,22.8,8.9,278,8.4,6,14.6,0.3,429,6.7
"NLA06608-1372",1,0.05,797.0600395,2.4,0,2.4,4.7,0.1,0,0,4.8,0,2.5,0.7,0,3.2,0.1,31.1,0.2,58,58.2,0,0,0,0.63,"9/17/2007",35.19858711,-98.49130804,15.46242185,"Fort Cobb Reservoir",1546.242185,9.9,408.86,11,11130302,421.3,2274.25,12.9,4.51,4.17,0.013,878,113,220.063212,1640.01222,6.353977,2211.568,1096.89904,523.2762483,138.497289,13,3.61,3.163711257,62.64,0.1,24.88,7.27,NA,8.19,9.9,24.61,5.36,NA,7.92
"NLA06608-1375",1,0.05,270.0387287,0.6,0,0.6,6.6,2.1,0.4,0.1,9.2,0,20.2,0.2,0,20.4,0.3,0.3,8.4,60.1,68.5,0.6,0,0.6,0.3,"9/4/2007",40.43821209,-82.97903314,1.737152983,"Deleware Lake",173.7152983,5.4,277.83,5,5060001,296.6,1869.25,10.5,5.78,5.73,1.394,2169,79,422.469468,521.18706,89.95518,1636.221,744.7064,343.5006262,97.7281886,18,5.437,1.538501332,63.936,0,25.2,6.8,NA,7.9,5,23.6,0.4,NA,7
"NLA06608-1376",1,0.05,69.0529601,1.3,0,1.3,4,0.2,0,0,4.2,0,55.2,11.2,17.9,84.3,2.2,1.2,6.5,0,6.5,0.3,0,0.3,1.89,"9/26/2007",37.93823147,-90.92375999,0.713252523,"Sunnen Lake",71.32525233,7,257.54,7,7140104,275.7,3198.03,2.48,2.78,2.69,0.005,346,18,68.061078,122.81718,0.5,1357.28,1547.83728,83.25442554,24.7581488,7,9.415,0.612309353,9.12,0,24.9,8.5,NA,8.2,6.5,23,1.7,NA,7.5
"NLA06608-1377",1,0.05,0.725035288,5.9,0,5.9,0,0,0,0,0,0,0,93.7,0,93.7,0.7,0,0,0,0,0,0,0,6.3,"7/22/2007",45.86796274,-113.5499319,0.077635319,"Mystic Lake",7.763531893,16.3,2412.81,10,10020004,15.99,123.27,0.473,3.33,2.99,0.005,101,8,4.061664,10.38918,0.5,67.6644,14.482688,52.41462005,5.2176264,10,7.364,0.283861522,0.867,0,19.6,6.6,14,7.8,15.8,4.3,0.1,80,6.4
"NLA06608-1380",1,0.05,58.39496206,7.2,0,7.2,1,0,0,0,1,0,0,11.5,0,11.5,5.3,74,0,0,0,0.1,0.9,1,3.25,"7/18/2007",36.57446101,-104.6630512,3.674414941,"Stubblefield Reservoir",367.4414941,7.1,1868,11,11080001,481.7,3098.89,1.29,5.97,5.7,0.061,524,21,162.381942,1806.32238,13.207705,1869.753,1274.64112,1676.832866,64.5553384,6,3.908,0.767707983,2.768,0,22.9,8.5,416,8.5,7,21.3,1,422,7.9
"NLA06608-1383",1,3.4,112.5700629,15.2,0,15.2,3.4,0.3,0,0,3.7,0,10.3,0.4,0.1,10.8,1.8,3.4,13.7,48.3,62,0.5,2.6,3.1,0.85,"8/22/2007",45.30107859,-95.11805454,9.070462119,"Norway Lake",907.0462119,9.5,365.04,7,7020005,404.5,3419.21,9.31,14.03,12.4,0.005,1444,35,442.749582,440.71776,0.5,1394.206,2657.07952,191.7374649,156.3753324,11,10.993,11.71788343,21.28,0,20.8,7.6,280,8.8,8,20.1,5.5,282,8.5
"NLA06608-1387",1,0.19,3.985118779,34.3,0,34.3,17.8,29.1,5.2,1.8,53.9,1.1,2.8,0.4,0.4,3.6,0,0,0,0.3,0.3,6.4,0.3,6.7,0.95,"7/20/2007",42.18668508,-85.5734717,1.318143115,"West Lake",131.8143115,2.7,260.47,4,4050003,437.1,2013.55,5.02,7.47,7.03,0.005,994,25,1324.2717,942.50058,0.5,1680.632,1513.27632,920.8444037,28.3644494,12,0.413,1.195230707,9.968,0,23.3,7.8,377.3,8.1,2.5,23.3,7.2,380.2,8.2
"NLA06608-1389",1,0.11,99.74264549,0.3,0,0.3,5.6,4.8,2.7,1.9,15,2.1,20.3,7.6,3.9,31.8,0,0,17.6,31.2,48.8,1,0.9,1.9,0.7,"8/7/2007",38.38038763,-75.59661445,0.525877454,"Johnson Pond",52.58774542,1.8,2.91,2,2060007,151.5,613.62,6.81,4.31,3.15,1.695,2506,86,425.76957,167.87166,121.225314,469.9582,213.9488,533.7156747,71.998129,18,16.861,1.544417362,52.848,0,28.4,10.5,150.3,8.9,1.2,27.1,8.3,152.9,7.5
"NLA06608-1390",1,0.05,37.6932181,29.5,0,29.5,15.5,12.4,2.4,2.3,32.6,0,6.6,0.2,0,6.8,0,3.3,9.4,17,26.4,0.1,1.1,1.2,1.45,"7/19/2007",45.91676304,-95.39655084,4.677618445,"Darling",467.7618445,17.5,413.52,7,7010108,397,3547.27,3.01,7.37,7.24,0.005,553,15,460.575774,241.90758,0.5,1351.292,2299.12672,354.8535024,104.5827174,10,12.306,1.283335623,5.589,0,24.2,9.5,345.8,8.7,17,11.6,0.1,281.4,10.3
"NLA06608-1391",1,1.5,19.36219124,9.2,0,9.2,34,24.6,4,1.2,63.8,0,22,0,0,22,0.5,3.1,0.2,0,0.2,1,0.1,1.1,0.33,"9/5/2007",41.32867877,-81.3860772,1.379707811,"Aurora Pond",137.9707811,4.3,306.74,4,4110002,870.3,1854.29,27.5,8.7,8.09,0.005,1360,172,5229.082134,420.12678,0.5,1802.887,584.65624,4989.175867,83.3285628,24,6.846,1.056417014,67.968,0,24.1,8.31,737,8.2,3.5,23.4,0.4,742,7.3
"NLA06608-1396",1,0.05,12.50698938,1.6,0,1.6,6.3,0.8,0,0,7.1,0,57.1,10.4,0.8,68.3,0,2.9,19.5,0.4,19.9,0,0,0,1.46,"6/21/2007",36.0828954,-87.28855765,0.194816792,"Lake Woodhaven",19.4816792,3.4,187.46,5,5130204,221.9,2184.45,2.86,2.14,2.2,0.005,255,19,94.969602,80.0529,0.5,1707.079,421.232272,97.69563206,19.0801436,7,4.715,0.192120099,5.12,0,27.5,8.2,NA,8.3,3,26.4,5.8,NA,7.6
"NLA06608-1397",1,0.13,520.4670798,0.8,0,0.8,3,0,0,0,3,0.1,0.1,10.2,6,16.3,55.6,23.7,0,0,0,0.1,0.2,0.3,0.2,"7/10/2007",33.24145034,-116.7467274,7.310211313,"Lake Henshaw",731.0211313,3.9,818.28,18,18070303,573.5,3113.25,40.9,18.02,15.57,0.005,3559,367,1357.97787,1164.12948,0.5,1296.901,977.58144,3088.33031,141.3874448,20,0.025,4.048439073,210.6,0,24.3,12.4,579.9,8.6,3,24.2,10.1,578.6,8.6
"NLA06608-1398",1,0.05,5.736022746,5.7,0,5.7,0.3,0,0,0,0.3,0,53.2,1.4,17.8,72.4,0,0.8,0,0,0,20.7,0,20.7,0.8,"8/17/2007",46.43163694,-87.08228263,0.362313782,"Howe Lake",36.23137823,1,253.05,4,4020201,38.65,117,2.41,20.22,19.39,0.005,624,24,12.608082,125.5446,0.5,141.0673,158.651264,44.84603591,6.9312586,65,1.377,0.213789956,7.874,0,19,8.2,NA,7.9,1,19,7.6,NA,7.1
"NLA06608-1401",1,2.1,47.85491152,2.5,0,2.5,5.7,0.7,0.1,0,6.5,0,50,6.9,6.3,63.2,0,0,11.2,15.1,26.3,1.3,0,1.3,0.55,"7/11/2007",40.80373555,-77.17855996,0.910617743,"Walker Lake",91.06177432,4.1,189.37,2,2050301,124.6,833.77,13.6,3.98,3.5,0.005,494,29,128.76039,232.95498,0.5,762.971,275.006496,98.39159382,34.7330228,5,2.529,0.927503012,37.296,0,27.5,10.4,122,9.2,4,25.3,5.2,123,7.9
"NLA06608-1403",1,0.05,60.48845119,16,0,16,6.3,17.9,7.4,0.7,32.3,0.2,0.2,0,0,0.2,1.1,8,2.8,36.7,39.5,0.5,2.2,2.7,2.35,"7/2/2007",40.43327881,-105.0337077,6.115609701,"Boyd Lake",611.5609701,12.8,1510.61,10,10190006,590.6,1975.1,2.08,5.31,5.02,0.041,389,7,304.088886,3671.2947,9.209697,2797.394,1672.91504,1605.061809,41.6642814,1,0.533,1.752369578,1.925,0,23.2,7.4,571.4,8.3,12,14.9,0,476,7.5
"NLA06608-1413",1,0.47,162.431719,13.4,0,13.4,5.9,1.3,0.3,0.1,7.6,1.1,0,34.5,0,34.5,1,8.3,12,4.6,16.6,12.3,5.3,17.6,0.5,"7/11/2007",28.91616949,-81.73898503,16.31345563,"Lake Yale",1631.345563,4,17.71,3,3080102,374.2,2468.53,29.4,17.1,14.8,0.005,1614,25,1132.922196,76.11792,0.5,1391.711,977.58144,959.1223005,188.2949292,16,3.715,1.433846996,49.2,0,30.8,7.6,382,8.6,3.5,30,1.4,390,7.8
"NLA06608-1414",1,0.05,10.348538,2.4,0,2.4,6.3,1.8,1.1,0,9.2,0,77.6,1.1,3,81.7,0.4,0,1.2,0.1,1.3,4.9,0.3,5.2,2,"8/28/2007",41.92400456,-72.21921899,0.194602323,"Bissonnette Pond",19.46023234,2.4,205.1,1,1100002,135.5,407.84,1.97,5.28,5.08,0.005,319,17,674.095194,49.11438,0.5,332.4837,228.513776,585.0428545,26.1904384,30,4.075,0.709024623,10.48,0,23.97,8.37,141,7.61,2,21.41,3.34,144,6.82
"NLA06608-1417",1,0.05,4.638897647,12.7,0,12.7,0.2,0.2,0.1,0,0.5,0.4,0.2,0,0,0.2,0,84.3,0,0,0,1.8,0,1.8,4.4,"7/31/2007",38.3383223,-121.0935467,0.670338381,"Rancho Seco",67.03383812,9.3,73.86,18,18040005,67.61,558,0.77,2.57,2.64,0.005,251,7,59.965956,42.07722,0.5,332.9827,172.311072,114.6162024,17.2897816,9,8.4,0.337541045,1.989,0,26.73,9.2,NA,8.83,8.8,25.3,0.9,NA,6.7
"NLA06608-1420",1,0.05,16.7709756,1.6,0,1.6,5.3,0,0,0,5.3,0,59.5,0,0,59.5,0,26.4,6.9,0.2,7.1,0,0,0,0.18,"9/18/2007",35.1386532,-96.23064723,0.200827323,"Little Wewoka Creek Site 15 Reservoir",20.08273232,3.2,235.12,11,11100302,121.2,942.74,79.1,9.56,8.8,0.211,1154,112,93.474684,75.84726,16.42039,546.405,314.669312,165.5519037,84.0447076,28,3.601,1.991126795,13.382,0.1,24.63,7.17,116.9,7.38,3,24.3,6.5,117.9,7.16
"NLA06608-1421",1,0.13,10.08704428,6.3,0,6.3,4.6,5.3,0.9,0.1,10.9,0.5,30,0.7,0.1,30.8,0,0,13,25.6,38.6,10.8,2,12.8,0.36,"7/17/2007",39.55390324,-75.71879453,0.822649307,"Lums Pond",82.2649307,2,13.46,2,2040205,156.4,395.33,19.9,11.26,9.45,0.005,1100,41,581.410278,345.54954,0.5,391.715,374.986416,417.5335584,54.0177792,32,4.192,0.832272748,75.6,0,28.7,12.2,166,9.27,1.5,28.1,6.6,162,8.83
"NLA06608-1425",1,0.05,1.763498645,6.8,0,6.8,3.1,0,0,0,3.1,5.7,3.1,28.8,31.2,63.1,5.3,7.3,0,0,0,5,4,9,1.41,"8/7/2007",47.19204698,-122.9725593,0.145459372,"Forbes Lake",14.54593723,6.9,30.04,17,17110019,50.86,357.17,2.32,9.7,9.02,0.005,468,22,84.618,32.54166,0.5,184.7298,195.02256,122.4022745,10.7933252,46,7.985,1.475861575,9.712,0,21.1,8.4,51.9,7.7,6.4,8,0.3,108.3,6.7
